image_filename,has_detection,person_detected,object_detected,vehicle_detected,animal_detected,food_detected,face_count,gray_histogram,gray_median,hue_histogram,hue_median,saturation_histogram,saturation_median,value_histogram,value_median,edges
https_i.ytimg.comvi--uXQQ0h-yQdefault.jpg,True,True,False,False,False,False,0,[0.56368464 0.21678922 0.09207516 0.03737745 0.09007353],37.0,[0.26691176 0.08345588 0.39693627 0.22022059 0.03247549],75.0,[0.87046569 0.10588235 0.01948529 0.00171569 0.00245098],13.0,[0.51605392 0.10747549 0.02647059 0.03688725 0.31311275],46.0,0.11299019607843137
https_i.ytimg.comvi-0CMnp02rNYdefault.jpg,True,True,True,False,False,False,0,[0.40555556 0.12136438 0.19681373 0.14215686 0.13410948],94.0,[0.57487745 0.03345588 0.19375    0.14632353 0.05159314],20.0,[0.5060049  0.16580882 0.10637255 0.08860294 0.13321078],49.0,[0.11348039 0.12941176 0.1942402  0.29375    0.26911765],163.0,0.2610294117647059
https_i.ytimg.comvi-0NYY8cqdiQdefault.jpg,True,True,True,False,False,False,0,[0.43378268 0.11102941 0.15535131 0.12287582 0.17696078],84.0,[0.62095588 0.02291667 0.21213235 0.09656863 0.04742647],17.0,[0.53235294 0.16678922 0.09522059 0.08014706 0.1254902 ],46.0,[0.13504902 0.09522059 0.11838235 0.24595588 0.40539216],193.0,0.22377450980392158
https_i.ytimg.comvi-1Hm41N0dUsdefault.jpg,True,True,True,False,False,False,0,[0.47855392 0.13018791 0.12593954 0.14505719 0.12026144],61.0,[0.75759804 0.0254902  0.00955882 0.0060049  0.20134804],9.0,[0.36776961 0.20686275 0.21568627 0.09485294 0.11482843],85.0,[0.2932598  0.16629902 0.15379902 0.14068627 0.24595588],112.0,0.16875
https_i.ytimg.comvi-1yT-K3c6YIdefault.jpg,True,True,False,False,False,False,1,[0.28815359 0.20959967 0.15089869 0.18247549 0.16887255],102.0,[0.43982843 0.02377451 0.10306373 0.10085784 0.33247549],96.0,[0.30772059 0.4127451  0.1877451  0.05870098 0.03308824],77.0,[0.10968137 0.14448529 0.09252451 0.18480392 0.4685049 ],197.0,0.2682598039215686
https_i.ytimg.comvi-2RVw2_QyxQdefault.jpg,True,True,False,False,False,False,0,[0.25416667 0.23594771 0.22863562 0.16997549 0.11127451],102.0,[0.29473039 0.01482843 0.48468137 0.10661765 0.09914216],100.0,[0.42610294 0.1504902  0.08394608 0.32426471 0.01519608],67.0,[0.0317402  0.15625    0.39693627 0.09644608 0.31862745],129.0,0.1821078431372549
https_i.ytimg.comvi-2aVkGcI7ZAdefault.jpg,True,True,False,False,False,False,2,[0.37128268 0.19648693 0.11446078 0.16168301 0.1560866 ],87.0,[0.70318627 0.00294118 0.02928922 0.01458333 0.25      ],9.0,[0.20306373 0.24227941 0.13884804 0.10833333 0.30747549],118.0,[0.20637255 0.31973039 0.17794118 0.13517157 0.16078431],98.0,0.153921568627451
https_i.ytimg.comvi-2b4qSoMnKEdefault.jpg,True,True,False,False,False,False,1,[0.42994281 0.19910131 0.20767974 0.12406046 0.03921569],68.0,[0.39264706 0.02169118 0.1685049  0.21764706 0.1995098 ],98.0,[0.29791667 0.35073529 0.20968137 0.05906863 0.08259804],79.0,[0.58713235 0.12696078 0.12622549 0.12463235 0.03504902],41.0,0.11727941176470588
https_i.ytimg.comvi-2wRFv-mScQdefault.jpg,True,True,False,False,False,False,1,[0.24893791 0.22626634 0.25477941 0.16094771 0.10906863],105.0,[0.3127451  0.0192402  0.19754902 0.2435049  0.22696078],107.0,[0.2567402  0.22279412 0.15943627 0.15980392 0.20122549],109.0,[0.16789216 0.38051471 0.20306373 0.12254902 0.12598039],94.0,0.24375
https_i.ytimg.comvi-35jibKqbEodefault.jpg,False,False,False,False,False,False,0,[0.28210784 0.30808824 0.24677288 0.11380719 0.04922386],98.0,[0.31678922 0.00220588 0.52610294 0.1129902  0.04191176],98.0,[0.18946078 0.26433824 0.38921569 0.10919118 0.04779412],108.0,[0.33958333 0.20943627 0.15943627 0.19166667 0.09987745],89.0,0.18553921568627452
https_i.ytimg.comvi-37nIo_tLnkdefault.jpg,False,False,False,False,False,False,0,[0.52585784 0.18300654 0.08345588 0.12920752 0.07847222],46.0,[0.55428922 0.03664216 0.02377451 0.06127451 0.32401961],20.0,[0.5432598  0.27843137 0.06936275 0.03161765 0.07732843],46.0,[0.45870098 0.23982843 0.09926471 0.04411765 0.15808824],55.0,0.2721813725490196
https_i.ytimg.comvi-39ysKKpE7Idefault.jpg,True,True,True,False,False,False,1,[0.45269608 0.17165033 0.19824346 0.09542484 0.08198529],66.0,[0.67794118 0.09509804 0.07855392 0.09840686 0.05      ],24.0,[0.35441176 0.26875    0.18259804 0.10563725 0.08860294],77.0,[0.2622549  0.14669118 0.29571078 0.1379902  0.15735294],114.0,0.2267156862745098
https_i.ytimg.comvi-3VBPAZPTQIdefault.jpg,True,True,False,False,False,False,2,[0.43578431 0.09170752 0.21364379 0.22340686 0.03545752],92.0,[0.90245098 0.02107843 0.00980392 0.02941176 0.0372549 ],10.0,[0.35       0.17965686 0.4        0.0567402  0.01360294],98.0,[0.04656863 0.07990196 0.22389706 0.56176471 0.08786765],166.0,0.17205882352941176
https_i.ytimg.comvi-3h4Xt9No9odefault.jpg,True,False,True,False,False,True,0,[0.21462418 0.3192402  0.3499183  0.05163399 0.06458333],99.0,[0.17732843 0.02352941 0.50539216 0.26348039 0.03026961],106.0,[0.28553922 0.38615196 0.15061275 0.04375    0.13394608],74.0,[0.1807598  0.44436275 0.22855392 0.08651961 0.05980392],88.0,0.2893382352941177
https_i.ytimg.comvi-3nEHRN6IPgdefault.jpg,False,False,False,False,False,False,0,[0.40457516 0.15228758 0.11993464 0.0504085  0.27279412],82.0,[0.41078431 0.06482843 0.25073529 0.16323529 0.11041667],79.0,[0.7625     0.07904412 0.02941176 0.03186275 0.09718137],7.0,[0.02120098 0.17230392 0.04203431 0.0435049  0.72095588],251.0,0.11262254901960785
https_i.ytimg.comvi-43MBOJnVksdefault.jpg,True,True,False,False,False,False,1,[0.38063725 0.2807598  0.26968954 0.06584967 0.00306373],93.0,[0.31776961 0.04963235 0.61237745 0.0189951  0.00122549],90.0,"[8.04411765e-01 1.56495098e-01 3.72549020e-02 1.47058824e-03
 3.67647059e-04]",20.0,[0.00661765 0.3692402  0.44289216 0.15514706 0.02610294],125.0,0.09019607843137255
https_i.ytimg.comvi-4s2MeUgduodefault.jpg,True,True,True,False,False,False,0,[0.24015523 0.14889706 0.33280229 0.14150327 0.13664216],112.0,[0.35367647 0.00943627 0.09473039 0.40392157 0.13823529],109.0,[0.31776961 0.27965686 0.22365196 0.09252451 0.08639706],84.0,[0.0502451  0.16004902 0.25955882 0.21446078 0.31568627],164.0,0.24313725490196078
https_i.ytimg.comvi-5WBCrazSfgdefault.jpg,True,True,False,False,False,False,1,[0.5379902  0.16245915 0.10751634 0.07242647 0.11960784],41.0,[0.68296569 0.08210784 0.17083333 0.02867647 0.03541667],17.0,[0.5122549  0.19007353 0.15294118 0.08235294 0.06237745],49.0,[0.34607843 0.12009804 0.13504902 0.10232843 0.29644608],116.0,0.2178921568627451
https_i.ytimg.comvi-5aaJJQFvOgdefault.jpg,True,True,False,False,False,False,0,[0.25559641 0.13218954 0.20661765 0.28161765 0.12397876],136.0,[0.10882353 0.00343137 0.01973039 0.32892157 0.53909314],145.0,[0.42022059 0.2877451  0.08480392 0.10036765 0.10686275],60.0,[0.23909314 0.08982843 0.08664216 0.33051471 0.25392157],175.0,0.20857843137254903
https_i.ytimg.comvi-66xHRJSPxsdefault.jpg,True,True,True,False,True,False,2,[0.34628268 0.23415033 0.13680556 0.12124183 0.16151961],85.0,[0.63676471 0.12622549 0.13014706 0.03504902 0.07181373],29.0,[0.26727941 0.39816176 0.18394608 0.08063725 0.06997549],78.0,[0.07818627 0.11801471 0.17512255 0.21985294 0.40882353],187.0,0.3133578431372549
https_i.ytimg.comvi-7AZX5Xtiksdefault.jpg,True,True,False,False,False,False,1,[0.2376634  0.11540033 0.26760621 0.13018791 0.24914216],138.0,[0.22745098 0.01544118 0.01495098 0.3189951  0.42316176],137.0,[0.33529412 0.21948529 0.14411765 0.10906863 0.19203431],86.0,[0.14044118 0.10955882 0.09828431 0.09632353 0.55539216],223.0,0.23272058823529412
https_i.ytimg.comvi-7UzyXO-mzkdefault.jpg,False,False,False,False,False,False,0,[0.4809232  0.1374183  0.0880719  0.12875817 0.16482843],55.0,[0.80269608 0.07941176 0.0692402  0.02401961 0.02463235],19.0,[0.56960784 0.29301471 0.07757353 0.03296569 0.02683824],43.0,[0.01838235 0.04938725 0.14779412 0.33627451 0.44816176],200.0,0.28921568627450983
https_i.ytimg.comvi-7_ATlZ-zMcdefault.jpg,True,False,True,True,False,False,0,[0.22410131 0.32834967 0.27026144 0.11854575 0.05874183],95.0,[0.09019608 0.07426471 0.5127451  0.25637255 0.06642157],102.0,[0.4057598  0.39056373 0.09938725 0.03529412 0.0689951 ],59.0,[0.17144608 0.19436275 0.26372549 0.26323529 0.10723039],127.0,0.2002450980392157
https_i.ytimg.comvi-7tSTUR7FG0default.jpg,True,True,True,False,True,False,0,[0.50849673 0.0503268  0.19309641 0.20486111 0.04321895],43.0,[0.52303922 0.02561275 0.14313725 0.23125    0.07696078],30.0,[0.92267157 0.03933824 0.01262255 0.00931373 0.01605392],9.0,[0.0560049  0.05759804 0.23848039 0.53431373 0.11360294],162.0,0.14056372549019608
https_i.ytimg.comvi-8X32zNup1odefault.jpg,True,True,False,False,False,False,0,[0.33721405 0.1682598  0.3066585  0.09767157 0.09019608],100.0,[0.16838235 0.0254902  0.09203431 0.57598039 0.13811275],115.0,[0.51691176 0.23541667 0.11703431 0.05318627 0.07745098],48.0,[0.30735294 0.21960784 0.14987745 0.13002451 0.19313725],94.0,0.2775735294117647
https_i.ytimg.comvi-8ZHXaGILlcdefault.jpg,True,True,False,False,False,False,0,[0.52933007 0.0688317  0.12205882 0.05935458 0.22042484],23.0,[0.60379902 0.01470588 0.10183824 0.20122549 0.07843137],0.0,"[9.67892157e-01 2.16911765e-02 8.21078431e-03 1.71568627e-03
 4.90196078e-04]",0.0,[0.00747549 0.12389706 0.1004902  0.12132353 0.64681373],236.0,0.06629901960784314
https_i.ytimg.comvi-9rdDeWzvsUdefault.jpg,True,True,False,False,False,False,0,[0.40800654 0.39583333 0.12565359 0.05126634 0.0192402 ],63.0,[0.37671569 0.16176471 0.42303922 0.03590686 0.00257353],65.0,[0.43223039 0.34742647 0.13345588 0.04632353 0.04056373],58.0,[0.36482843 0.33051471 0.17205882 0.11017157 0.02242647],66.0,0.22487745098039216
https_i.ytimg.comvi-A9rYcBmBFodefault.jpg,True,True,False,False,False,False,0,[0.35518791 0.12785948 0.15984477 0.18623366 0.17087418],108.0,[0.59938725 0.03517157 0.03308824 0.07879902 0.25355392],24.0,[0.14656863 0.17254902 0.1629902  0.16691176 0.35098039],158.0,[0.30122549 0.17340686 0.2185049  0.14681373 0.16004902],110.0,0.24632352941176472
https_i.ytimg.comvi-AY-HC4sUGUdefault.jpg,True,False,True,True,False,False,0,[0.22642974 0.23370098 0.25625    0.17892157 0.10469771],106.0,[0.40355392 0.00759804 0.1745098  0.38811275 0.02622549],106.0,"[2.64583333e-01 5.87132353e-01 1.46568627e-01 3.67647059e-04
 1.34803922e-03]",72.0,[0.00453431 0.10453431 0.06654412 0.51164216 0.3127451 ],192.0,0.11066176470588235
https_i.ytimg.comvi-B7J36GNaDkdefault.jpg,True,True,False,False,False,False,0,[0.41605392 0.23214869 0.05375817 0.11936275 0.17867647],83.0,[0.39509804 0.09669118 0.4872549  0.00625    0.01470588],74.0,[0.80061275 0.14742647 0.04338235 0.00759804 0.00098039],25.0,[0.00490196 0.03786765 0.11691176 0.35637255 0.48394608],206.0,0.2
https_i.ytimg.comvi-BDImdAfodAdefault.jpg,True,True,False,False,False,False,0,[0.28304739 0.25837418 0.18272059 0.22859477 0.04726307],96.0,[0.26458333 0.00539216 0.20281863 0.10808824 0.41911765],112.0,[0.39816176 0.37267157 0.18639706 0.0375     0.00526961],62.0,[0.20416667 0.2307598  0.18982843 0.2432598  0.13198529],122.0,0.28566176470588234
https_i.ytimg.comvi-BQJo3vK8O8default.jpg,True,True,True,False,False,False,0,[0.40359477 0.14861111 0.24550654 0.19869281 0.00359477],79.0,[0.6504902  0.00367647 0.02046569 0.18394608 0.14142157],17.0,[0.32634804 0.2495098  0.18762255 0.23308824 0.00343137],79.0,[0.24460784 0.17745098 0.34938725 0.22132353 0.00723039],120.0,0.10637254901960784
https_i.ytimg.comvi-C5q3oir8gAdefault.jpg,True,True,False,False,False,False,0,[0.30845588 0.21156046 0.22209967 0.14256536 0.11531863],95.0,[0.2877451  0.1817402  0.12365196 0.19767157 0.20919118],73.0,[0.35808824 0.20906863 0.17414216 0.11507353 0.14362745],86.0,[0.26629902 0.14767157 0.24117647 0.14252451 0.20232843],125.0,0.3071078431372549
https_i.ytimg.comvi-CCw4ZzOGlIdefault.jpg,False,False,False,False,False,False,0,[0.04836601 0.09995915 0.39113562 0.27075163 0.18978758],142.0,"[8.29656863e-02 3.67647059e-04 6.12745098e-04 8.35539216e-01
 8.05147059e-02]",129.0,[0.0252451  0.0745098  0.1557598  0.59865196 0.14583333],186.0,[0.09901961 0.19693627 0.13333333 0.1810049  0.38970588],177.0,0.1931372549019608
https_i.ytimg.comvi-CS84oCtjvcdefault.jpg,False,False,False,False,False,False,0,[0.43267974 0.26748366 0.17430556 0.06683007 0.05870098],63.0,[0.52401961 0.06470588 0.11213235 0.22708333 0.07205882],30.0,[0.3622549  0.30637255 0.12757353 0.08272059 0.12107843],67.0,[0.38088235 0.36311275 0.14889706 0.05208333 0.05502451],67.0,0.225
https_i.ytimg.comvi-C_rvt0SwLEdefault.jpg,True,False,True,False,False,False,0,[0.07152778 0.20134804 0.52111928 0.18856209 0.01744281],120.0,[1.2254902e-04 0.0000000e+00 9.3627451e-02 6.6997549e-01 2.3627451e-01],112.0,[0.03284314 0.11875    0.48995098 0.34068627 0.01776961],142.0,[0.27279412 0.2747549  0.27683824 0.14411765 0.0314951 ],94.0,0.15
https_i.ytimg.comvi-DRsfNObKIQdefault.jpg,True,True,False,False,False,False,0,[0.18210784 0.16033497 0.2434232  0.22414216 0.18999183],130.0,[0.38063725 0.01862745 0.12622549 0.14142157 0.33308824],106.0,[0.08982843 0.14754902 0.24803922 0.15698529 0.35759804],156.0,[0.08272059 0.26360294 0.24705882 0.19754902 0.20906863],136.0,0.18137254901960784
https_i.ytimg.comvi-EL8TuMsb-kdefault.jpg,True,True,False,False,False,False,1,[0.37348856 0.21339869 0.1622549  0.14628268 0.10457516],83.0,[0.74227941 0.04375    0.11776961 0.02426471 0.07193627],10.0,[0.27585784 0.35343137 0.25220588 0.06752451 0.05098039],83.0,[0.08676471 0.14546569 0.19938725 0.30563725 0.2627451 ],166.0,0.2982843137254902
https_i.ytimg.comvi-El8z4uy5Acdefault.jpg,True,True,False,False,False,False,0,[0.43002451 0.11960784 0.17916667 0.12863562 0.14256536],81.0,[0.70882353 0.0870098  0.06642157 0.0935049  0.0442402 ],30.0,[0.06384804 0.14411765 0.18615196 0.22720588 0.37867647],173.0,[0.45441176 0.15906863 0.21605392 0.12144608 0.04901961],61.0,0.2219362745098039
https_i.ytimg.comvi-GZZ-KSfuCwdefault.jpg,True,True,False,False,False,False,0,[0.22957516 0.3123366  0.33521242 0.08553922 0.0373366 ],95.0,[0.11421569 0.23860294 0.1817402  0.4060049  0.05943627],106.0,[0.22671569 0.42683824 0.25477941 0.06691176 0.0247549 ],83.0,[0.21531863 0.33982843 0.22022059 0.14620098 0.07843137],97.0,0.2636029411764706
https_i.ytimg.comvi-Gptp_ui-Sgdefault.jpg,True,True,False,False,False,False,1,[0.26262255 0.21944444 0.2625817  0.22038399 0.03496732],105.0,[0.41262255 0.02953431 0.06090686 0.2057598  0.29117647],107.0,[0.29926471 0.37708333 0.18014706 0.10845588 0.03504902],76.0,[0.06593137 0.23480392 0.34129902 0.29080882 0.06715686],132.0,0.32450980392156864
https_i.ytimg.comvi-GvVeT7pNT8default.jpg,True,True,False,False,False,False,0,[0.27924837 0.08308824 0.30829248 0.17924837 0.15012255],114.0,[0.03541667 0.00453431 0.15110294 0.69926471 0.10968137],114.0,[0.78370098 0.14436275 0.02181373 0.01348039 0.03664216],42.0,[0.01948529 0.03125    0.14154412 0.42046569 0.3872549 ],192.5,0.14938725490196078
https_i.ytimg.comvi-HoAafTYR9wdefault.jpg,True,True,True,False,False,False,1,[0.48031046 0.10437092 0.12308007 0.11654412 0.17569444],64.0,[0.81311275 0.02389706 0.02892157 0.08247549 0.05159314],18.0,[0.53247549 0.21323529 0.12904412 0.06629902 0.05894608],40.0,[0.07720588 0.07414216 0.14166667 0.23884804 0.46813725],199.0,0.15379901960784315
https_i.ytimg.comvi-HrakxB4Klodefault.jpg,True,True,False,False,False,False,1,[0.44910131 0.12781863 0.13684641 0.11008987 0.17614379],72.0,[0.81580882 0.04987745 0.02990196 0.03198529 0.07242647],12.0,[0.38602941 0.23664216 0.17830882 0.08370098 0.11531863],75.0,[0.11348039 0.10183824 0.18578431 0.18578431 0.41311275],178.0,0.23443627450980392
https_i.ytimg.comvi-IqpbDJFbZAdefault.jpg,True,True,True,False,False,False,0,[0.31764706 0.29844771 0.2307598  0.09101307 0.06213235],81.0,[0.25318627 0.10318627 0.25784314 0.25208333 0.13370098],97.0,[0.36470588 0.33198529 0.16605392 0.07169118 0.06556373],67.0,[0.3        0.31446078 0.16862745 0.09730392 0.11960784],79.0,0.25612745098039214
https_i.ytimg.comvi-JVITToppE0default.jpg,True,True,True,False,False,False,0,[0.28202614 0.15563725 0.30947712 0.16683007 0.08602941],113.0,[0.44301471 0.01482843 0.02683824 0.14632353 0.3689951 ],113.0,[0.31348039 0.23431373 0.39264706 0.02083333 0.03872549],93.0,[0.08112745 0.20919118 0.3625     0.12781863 0.21936275],130.0,0.2349264705882353
https_i.ytimg.comvi-KB5QbOS4s4default.jpg,True,True,True,False,False,False,0,[0.38071895 0.19591503 0.27634804 0.11372549 0.03329248],80.0,[0.39252451 0.01446078 0.09142157 0.34840686 0.15318627],108.0,[0.40428922 0.2747549  0.18504902 0.07218137 0.06372549],67.0,[0.34080882 0.26642157 0.21678922 0.13982843 0.03615196],77.0,0.24926470588235294
https_i.ytimg.comvi-KeFvjm_hcAdefault.jpg,True,True,False,False,False,False,1,[0.47254902 0.15763889 0.11123366 0.0816585  0.17691993],57.0,[0.74068627 0.07892157 0.09093137 0.05196078 0.0375    ],19.0,[0.4872549  0.24044118 0.13848039 0.08615196 0.04767157],52.0,[0.12916667 0.14313725 0.12132353 0.12708333 0.47928922],198.0,0.19705882352941176
https_i.ytimg.comvi-L4RYm9Tq7Idefault.jpg,True,True,False,False,False,False,0,[0.24571078 0.1878268  0.35510621 0.13022876 0.08112745],109.0,[0.11470588 0.00502451 0.13639706 0.68039216 0.06348039],112.0,[0.53259804 0.27879902 0.12806373 0.04448529 0.01605392],47.0,[0.08737745 0.24227941 0.14963235 0.29338235 0.22732843],156.0,0.24644607843137256
https_i.ytimg.comvi-N5eucPMTTcdefault.jpg,True,True,True,True,False,False,0,[0.38125    0.19240196 0.12357026 0.11311275 0.18966503],89.0,[0.42659314 0.07573529 0.33529412 0.10588235 0.0564951 ],70.0,[0.56507353 0.16323529 0.08566176 0.08272059 0.10330882],42.0,[0.11151961 0.11004902 0.10379902 0.20894608 0.46568627],199.0,0.26801470588235293
https_i.ytimg.comvi-NEhvlJA5q8default.jpg,True,False,True,True,False,False,0,[0.4629902  0.27369281 0.14979575 0.08986928 0.02365196],57.0,[0.94901961 0.02034314 0.00735294 0.00526961 0.01801471],14.0,[0.24693627 0.55012255 0.18651961 0.01360294 0.00281863],72.0,[0.20343137 0.24681373 0.25159314 0.2317402  0.06642157],117.0,0.21801470588235294
https_i.ytimg.comvi-NIP2zgVsRYdefault.jpg,True,True,False,False,False,False,0,[0.37904412 0.17128268 0.19652778 0.16319444 0.08995098],82.0,[0.82720588 0.12598039 0.01262255 0.01262255 0.02156863],11.0,[0.22647059 0.29828431 0.24142157 0.17977941 0.05404412],97.0,[0.03664216 0.12965686 0.33639706 0.2877451  0.20955882],153.0,0.23100490196078433
https_i.ytimg.comvi-NcG4L0pwvEdefault.jpg,True,True,False,False,False,False,2,[0.47945261 0.12957516 0.08370098 0.16593137 0.14133987],57.0,[0.73602941 0.02916667 0.06678922 0.08946078 0.07855392],13.0,[0.66360294 0.22365196 0.06752451 0.03247549 0.0127451 ],30.0,[0.02230392 0.10428922 0.07267157 0.40612745 0.39460784],197.0,0.22083333333333333
https_i.ytimg.comvi-OK9i1_YYYcdefault.jpg,True,False,True,False,True,False,0,[0.52765523 0.15253268 0.12941176 0.10755719 0.08284314],41.0,[0.80012255 0.03051471 0.03504902 0.08223039 0.05208333],17.0,[0.47401961 0.26936275 0.07659314 0.02757353 0.15245098],54.0,[0.29056373 0.14742647 0.21887255 0.24705882 0.09607843],118.0,0.23345588235294118
https_i.ytimg.comvi-PJaVBbRKcIdefault.jpg,True,True,False,False,False,False,1,[0.22173203 0.22091503 0.33251634 0.13325163 0.09158497],110.0,[0.07953431 0.00379902 0.15502451 0.4995098  0.26213235],123.0,[0.39877451 0.29276961 0.18970588 0.07389706 0.04485294],64.0,[0.19019608 0.28333333 0.17218137 0.12732843 0.22696078],109.0,0.246078431372549
https_i.ytimg.comvi-QPdRfqTnt4default.jpg,True,False,True,True,False,False,0,[0.49428105 0.29129902 0.12218137 0.07201797 0.02022059],51.0,[0.43970588 0.04031863 0.25857843 0.13431373 0.12708333],75.0,[0.67254902 0.22781863 0.06384804 0.02389706 0.01188725],30.5,[0.34840686 0.39473039 0.13370098 0.07438725 0.04877451],68.0,0.11017156862745098
https_i.ytimg.comvi-Qv6p6pTz5Idefault.jpg,True,True,False,False,False,False,1,[0.42479575 0.29701797 0.18656046 0.05453431 0.0370915 ],63.0,[0.43382353 0.08897059 0.28541667 0.16262255 0.02916667],60.0,[0.49571078 0.29926471 0.11862745 0.05147059 0.03492647],51.0,[0.2932598  0.34889706 0.19705882 0.08443627 0.07634804],77.0,0.23541666666666666
https_i.ytimg.comvi-QxZv_wJ1aAdefault.jpg,True,True,True,False,True,False,0,[0.44591503 0.11605392 0.10306373 0.18410948 0.15085784],68.0,[0.63566176 0.04656863 0.07745098 0.11335784 0.12696078],24.0,[0.56875    0.22561275 0.06936275 0.04448529 0.09178922],42.0,[0.10453431 0.04546569 0.08835784 0.40085784 0.36078431],189.0,0.22573529411764706
https_i.ytimg.comvi-R9F2_D76TEdefault.jpg,True,False,True,False,False,False,0,[0.07982026 0.15175654 0.26074346 0.20886438 0.29881536],155.0,[0.0307598  0.04068627 0.38039216 0.37169118 0.17647059],112.0,[0.0752451  0.06335784 0.12659314 0.17267157 0.56213235],220.0,[0.12377451 0.11139706 0.1254902  0.30502451 0.33431373],181.0,0.28284313725490196
https_i.ytimg.comvi-RUbNqpwOt8default.jpg,True,True,True,False,False,False,0,[0.39276961 0.12851307 0.175      0.0503268  0.25339052],96.0,[0.31004902 0.01409314 0.35526961 0.25367647 0.06691176],99.0,[0.78382353 0.12781863 0.02291667 0.01715686 0.04828431],6.0,[0.07647059 0.0560049  0.07303922 0.08259804 0.71188725],254.0,0.11629901960784314
https_i.ytimg.comvi-RmUADCWI4Adefault.jpg,True,True,True,False,True,False,0,[0.4625     0.15004085 0.16213235 0.18218954 0.04313725],58.0,[0.26813725 0.33897059 0.0120098  0.27242647 0.10845588],48.0,[0.71176471 0.21421569 0.02977941 0.00992647 0.03431373],40.0,[0.11078431 0.17634804 0.16531863 0.42830882 0.1192402 ],163.0,0.19522058823529412
https_i.ytimg.comvi-SIp6xSP7dsdefault.jpg,True,True,True,False,False,False,0,[0.14726307 0.19799837 0.24362745 0.17242647 0.23868464],123.0,[0.28615196 0.01642157 0.41053922 0.08823529 0.19865196],102.0,[0.09767157 0.12585784 0.13394608 0.14779412 0.49473039],201.5,[0.05514706 0.26593137 0.28627451 0.17438725 0.2182598 ],134.0,0.25355392156862744
https_i.ytimg.comvi-SJywvgaJEIdefault.jpg,True,True,False,False,False,False,1,[0.45669935 0.21756536 0.13950163 0.12691993 0.05931373],63.0,[0.67512255 0.14485294 0.02683824 0.13786765 0.01531863],23.0,[0.4942402  0.39681373 0.08615196 0.01446078 0.00833333],52.0,[0.08161765 0.21151961 0.18970588 0.3567402  0.16041667],158.0,0.17855392156862746
https_i.ytimg.comvi-TQpVg4vcrkdefault.jpg,True,True,False,False,False,False,1,[0.36621732 0.1503268  0.19428105 0.17128268 0.11789216],94.0,[0.39742647 0.00637255 0.01115196 0.16715686 0.41789216],133.0,[0.60906863 0.19681373 0.12267157 0.06470588 0.0067402 ],38.0,[0.11066176 0.2377451  0.1745098  0.13345588 0.34362745],151.0,0.19044117647058822
https_i.ytimg.comvi-V1Oo7srGf0default.jpg,False,False,False,False,False,False,0,[0.39955065 0.19109477 0.10661765 0.23905229 0.06368464],67.0,[0.73186275 0.02193627 0.0057598  0.01691176 0.22352941],18.0,[0.28063725 0.34938725 0.09436275 0.10318627 0.17242647],68.0,[0.18112745 0.20526961 0.20857843 0.3875     0.01752451],138.0,0.1928921568627451
https_i.ytimg.comvi-VgOGzBcMIgdefault.jpg,True,True,True,False,False,False,0,[0.16854575 0.19509804 0.28296569 0.29142157 0.06196895],127.0,[0.0754902  0.06470588 0.23762255 0.26997549 0.35220588],125.0,[0.40857843 0.30931373 0.23333333 0.03296569 0.01580882],61.0,[0.00343137 0.07156863 0.23002451 0.55710784 0.13786765],178.0,0.2769607843137255
https_i.ytimg.comvi-W6v2_0evUUdefault.jpg,True,True,True,False,False,False,1,[0.45069444 0.15392157 0.21397059 0.08880719 0.09260621],66.0,[0.36997549 0.04558824 0.12034314 0.3379902  0.12610294],103.0,[0.29080882 0.23897059 0.15857843 0.08112745 0.23051471],94.0,[0.67316176 0.11740196 0.09485294 0.06727941 0.04730392],25.0,0.17107843137254902
https_i.ytimg.comvi-WRcZ9xHMuEdefault.jpg,True,True,False,False,False,False,0,[0.24865196 0.26139706 0.25433007 0.14897876 0.08664216],99.0,[0.39191176 0.00857843 0.21188725 0.30367647 0.08394608],95.0,[0.27512255 0.49546569 0.09252451 0.03848039 0.09840686],68.0,[0.07463235 0.10833333 0.30269608 0.35588235 0.15845588],156.0,0.19522058823529412
https_i.ytimg.comvi-WedqN1iYbMdefault.jpg,True,True,True,False,False,False,0,[0.1933415  0.19460784 0.27038399 0.25796569 0.08370098],125.0,[0.14338235 0.00404412 0.01691176 0.38860294 0.44705882],138.0,[0.25710784 0.35306373 0.20134804 0.14632353 0.04215686],73.0,[0.21482843 0.19154412 0.18762255 0.19963235 0.20637255],134.0,0.1906862745098039
https_i.ytimg.comvi-XcvFTYVxnAdefault.jpg,True,True,False,False,False,False,0,[0.46752451 0.20306373 0.1878268  0.10870098 0.03288399],57.0,[0.75661765 0.0064951  0.00526961 0.12634804 0.10526961],16.0,[0.3307598  0.4185049  0.14828431 0.05061275 0.05183824],69.0,[0.31053922 0.18602941 0.28186275 0.1747549  0.04681373],102.0,0.23112745098039217
https_i.ytimg.comvi-YRlVB6Qgugdefault.jpg,True,True,True,False,False,False,0,[0.45134804 0.14910131 0.15759804 0.11617647 0.12577614],72.0,[0.49901961 0.03468137 0.16691176 0.15759804 0.14178922],36.0,[0.73112745 0.1560049  0.07132353 0.02205882 0.01948529],22.0,[0.10625    0.15110294 0.18455882 0.2002451  0.35784314],165.0,0.23517156862745098
